"NAME","Year","CountOfCAMPNAME","SumOfCPETALLC","SumOfCPETECOC","SumOfCPETLEPC","SumOfCPETBILC","SumOfCPETSPEC"
"Katy ISD",2008,6,646.00,246.00,12.00,12.00,92.00
"Katy ISD",2009,5,651.00,258.00,12.00,12.00,102.00
"Katy ISD",2010,5,707.00,300.00,14.00,14.00,95.00
"Katy ISD",2011,5,659.00,279.00,17.00,17.00,87.00
"Katy ISD",2012,6,1058.00,443.00,106.00,103.00,105.00
"Katy ISD",2013,6,1400.00,568.00,135.00,132.00,121.00
"Katy ISD",2014,6,1688.00,713.00,183.00,174.00,142.00
"Katy ISD",2015,7,1832.00,694.00,198.00,175.00,144.00
"Katy ISD",2016,8,2635.00,1089.00,402.00,368.00,161.00
"Katy ISD",2017,11,4215.00,1694.00,731.00,695.00,238.00
"Katy ISD",2018,11,4456.00,2052.00,787.00,767.00,279.00
"Katy ISD",2019,11,4516.00,2155.00,605.00,825.00,301.00
"Katy ISD",2020,11,4526.00,2177.00,907.00,238.00,333.00
"Kaufman ISD",2001,1,116.00,27.00,2.00,0.00,9.00
"Kaufman ISD",2002,1,86.00,29.00,0.00,0.00,21.00
"Kaufman ISD",2003,1,77.00,24.00,0.00,0.00,12.00
"Kaufman ISD",2004,1,132.00,0.00,0.00,0.00,11.00
"Kaufman ISD",2005,1,83.00,43.00,0.00,2.00,9.00
"Kaufman ISD",2006,1,93.00,53.00,0.00,0.00,16.00
"Kaufman ISD",2007,1,144.00,71.00,0.00,0.00,16.00
"Kaufman ISD",2008,1,210.00,72.00,0.00,0.00,19.00
"Kaufman ISD",2009,1,222.00,127.00,0.00,0.00,28.00
"Kaufman ISD",2010,1,215.00,160.00,0.00,0.00,15.00
"Kaufman ISD",2011,1,185.00,144.00,0.00,0.00,19.00
"Kaufman ISD",2012,1,132.00,107.00,0.00,0.00,14.00
"Kaufman ISD",2013,1,30.00,24.00,0.00,0.00,4.00
"Kaufman ISD",2014,1,41.00,29.00,0.00,0.00,6.00
"Keller ISD",2016,1,160.00,26.00,10.00,10.00,8.00
"Keller ISD",2017,1,270.00,70.00,17.00,17.00,15.00
"Killeen ISD",1999,1,109.00,0.00,0.00,0.00,9.00
"Killeen ISD",2000,2,211.00,0.00,0.00,0.00,7.00
"Killeen ISD",2001,3,338.00,38.00,0.00,0.00,21.00
"Killeen ISD",2002,3,455.00,169.00,2.00,2.00,38.00
"Killeen ISD",2003,3,570.00,131.00,1.00,1.00,46.00
"Killeen ISD",2004,3,572.00,243.00,0.00,1.00,62.00
"Killeen ISD",2005,3,491.00,273.00,1.00,1.00,52.00
"Killeen ISD",2006,3,336.00,181.00,0.00,0.00,42.00
"Killeen ISD",2007,3,344.00,217.00,0.00,0.00,42.00
"Killeen ISD",2008,3,310.00,187.00,0.00,0.00,38.00
"Killeen ISD",2009,3,381.00,257.00,0.00,0.00,50.00
"Killeen ISD",2010,3,354.00,241.00,0.00,0.00,42.00
"Killeen ISD",2011,3,327.00,229.00,0.00,0.00,44.00
"Killeen ISD",2012,3,388.00,270.00,0.00,0.00,64.00
"Killeen ISD",2013,3,348.00,246.00,0.00,0.00,61.00
"Killeen ISD",2014,4,509.00,320.00,1.00,1.00,57.00
"Killeen ISD",2015,3,358.00,210.00,0.00,0.00,36.00
"Killeen ISD",2016,2,442.00,290.00,4.00,0.00,66.00
"Killeen ISD",2017,1,212.00,171.00,4.00,0.00,37.00
"Killeen ISD",2018,2,292.00,211.00,13.00,12.00,57.00
"Killeen ISD",2019,2,260.00,193.00,5.00,0.00,46.00
"Killeen ISD",2020,2,198.00,164.00,12.00,0.00,32.00
"Kingsville ISD",2012,1,162.00,102.00,12.00,9.00,7.00
"Kingsville ISD",2013,1,238.00,158.00,6.00,5.00,16.00
"Kingsville ISD",2014,1,346.00,231.00,15.00,13.00,25.00
"Kingsville ISD",2015,1,284.00,200.00,10.00,6.00,29.00
"Kingsville ISD",2016,1,283.00,188.00,11.00,7.00,30.00
"Kingsville ISD",2017,1,230.00,157.00,14.00,11.00,30.00
"Kingsville ISD",2018,1,255.00,194.00,18.00,14.00,29.00
"Kingsville ISD",2019,1,262.00,193.00,5.00,0.00,35.00
"Kingsville ISD",2020,1,306.00,252.00,14.00,0.00,35.00
"Klein ISD",2008,1,242.00,33.00,3.00,3.00,6.00
"Klein ISD",2009,1,482.00,117.00,7.00,5.00,12.00
"Klein ISD",2010,1,633.00,225.00,18.00,18.00,19.00
"Klein ISD",2011,1,665.00,316.00,63.00,57.00,18.00
"Klein ISD",2012,1,636.00,255.00,63.00,49.00,28.00
"Klein ISD",2013,1,706.00,308.00,82.00,69.00,32.00
"Klein ISD",2014,1,666.00,278.00,95.00,86.00,40.00
"Klein ISD",2015,2,780.00,380.00,114.00,97.00,52.00
"Klein ISD",2016,2,878.00,408.00,154.00,131.00,71.00
"Klein ISD",2017,1,254.00,96.00,18.00,18.00,19.00
"Klein ISD",2018,1,289.00,171.00,14.00,14.00,26.00
"Klein ISD",2019,2,347.00,273.00,5.00,0.00,34.00
"Klein ISD",2020,3,568.00,392.00,56.00,0.00,36.00
"La Feria ISD",2010,1,143.00,128.00,106.00,106.00,3.00
"La Feria ISD",2011,1,161.00,146.00,122.00,122.00,9.00
"La Feria ISD",2012,1,139.00,128.00,110.00,110.00,3.00
"La Feria ISD",2013,1,137.00,119.00,98.00,98.00,4.00
"La Feria ISD",2014,1,139.00,99.00,100.00,100.00,5.00
"La Feria ISD",2015,1,142.00,137.00,101.00,101.00,4.00
"La Feria ISD",2016,1,126.00,119.00,100.00,100.00,1.00
"La Feria ISD",2017,1,135.00,115.00,120.00,120.00,3.00
"La Feria ISD",2018,1,113.00,99.00,95.00,95.00,4.00
"La Joya ISD",2008,1,129.00,120.00,107.00,107.00,12.00
"La Joya ISD",2009,3,470.00,412.00,214.00,239.00,20.00
"La Joya ISD",2010,3,804.00,673.00,341.00,341.00,24.00
"La Joya ISD",2011,3,1014.00,882.00,366.00,369.00,47.00
"La Joya ISD",2012,3,1243.00,1088.00,509.00,499.00,53.00
"La Joya ISD",2013,3,1467.00,1318.00,576.00,557.00,68.00
"La Joya ISD",2014,3,1637.00,1489.00,639.00,621.00,82.00
"La Joya ISD",2015,3,1679.00,1532.00,712.00,692.00,82.00
"La Joya ISD",2016,3,1654.00,1539.00,749.00,735.00,74.00
"La Joya ISD",2017,3,1787.00,1656.00,805.00,793.00,70.00
"La Joya ISD",2018,3,1840.00,1749.00,820.00,812.00,73.00
"La Joya ISD",2019,3,1854.00,1723.00,398.00,501.00,92.00
"La Joya ISD",2020,4,1883.00,1787.00,991.00,5.00,97.00
"La Porte ISD",2009,1,29.00,29.00,0.00,0.00,8.00
"La Porte ISD",2010,1,28.00,28.00,0.00,0.00,7.00
"La Porte ISD",2011,1,427.00,427.00,199.00,194.00,5.00
"La Porte ISD",2012,1,461.00,461.00,265.00,259.00,5.00
"La Porte ISD",2013,1,478.00,478.00,322.00,317.00,11.00
"La Porte ISD",2014,1,366.00,366.00,137.00,136.00,15.00
"La Porte ISD",2015,1,392.00,392.00,150.00,142.00,14.00
"La Porte ISD",2016,1,356.00,356.00,144.00,138.00,18.00
"La Porte ISD",2017,1,366.00,366.00,169.00,166.00,15.00
"La Porte ISD",2018,1,379.00,379.00,174.00,164.00,6.00
"La Porte ISD",2019,1,351.00,351.00,0.00,150.00,5.00
"La Porte ISD",2020,1,319.00,319.00,5.00,158.00,5.00
"Lake Dallas ISD",2008,1,110.00,8.00,0.00,0.00,7.00
"Lake Dallas ISD",2009,1,169.00,15.00,0.00,0.00,14.00
"Lake Dallas ISD",2010,1,299.00,46.00,0.00,0.00,37.00
"Lake Dallas ISD",2011,1,413.00,43.00,0.00,0.00,43.00
"Lake Dallas ISD",2012,1,540.00,70.00,0.00,0.00,55.00
"Lake Dallas ISD",2013,2,431.00,23.00,3.00,3.00,48.00
"Lake Dallas ISD",2014,2,400.00,27.00,4.00,4.00,34.00
"Lake Dallas ISD",2015,2,489.00,28.00,4.00,4.00,42.00
"Lake Dallas ISD",2016,3,555.00,27.00,5.00,5.00,43.00
"Lake Dallas ISD",2017,3,589.00,41.00,4.00,4.00,38.00
"Lake Dallas ISD",2018,3,689.00,58.00,5.00,5.00,47.00
"Lake Dallas ISD",2019,2,723.00,92.00,10.00,0.00,49.00
"Lake Dallas ISD",2020,2,830.00,120.00,5.00,0.00,55.00
"Lamar Cons ISD",2006,1,15.00,12.00,0.00,0.00,10.00
"Lamar Cons ISD",2007,1,12.00,12.00,0.00,0.00,9.00
"Lamar Cons ISD",2008,1,18.00,16.00,0.00,0.00,9.00
"Lamar Cons ISD",2009,1,14.00,14.00,0.00,0.00,10.00
"Lamar Cons ISD",2010,1,18.00,18.00,0.00,0.00,12.00
"Lamar Cons ISD",2011,1,18.00,18.00,1.00,1.00,10.00
"Lamar Cons ISD",2012,1,20.00,20.00,0.00,0.00,8.00
"Lamar Cons ISD",2013,1,16.00,16.00,0.00,0.00,9.00
"Lamar Cons ISD",2014,1,18.00,18.00,1.00,1.00,9.00
"Lamar Cons ISD",2015,1,16.00,16.00,2.00,2.00,6.00
"Lamar Cons ISD",2016,1,16.00,16.00,0.00,0.00,6.00
"Lamar Cons ISD",2017,1,12.00,12.00,0.00,0.00,8.00
"Lamar Cons ISD",2018,1,17.00,16.00,0.00,0.00,9.00
"Lamar Cons ISD",2019,1,14.00,14.00,0.00,0.00,5.00
"Lamar Cons ISD",2020,1,11.00,11.00,5.00,0.00,5.00
"Lancaster ISD",2001,1,82.00,7.00,0.00,0.00,0.00
"Lancaster ISD",2002,1,154.00,82.00,26.00,32.00,14.00
"Lancaster ISD",2003,1,147.00,129.00,42.00,40.00,17.00
"Lancaster ISD",2009,1,56.00,41.00,0.00,0.00,0.00
"Lancaster ISD",2010,1,78.00,53.00,0.00,0.00,4.00
"Lancaster ISD",2014,1,17.00,17.00,2.00,2.00,0.00
"Lancaster ISD",2017,1,8.00,8.00,2.00,2.00,0.00
"Lancaster ISD",2018,3,1271.00,1029.00,210.00,210.00,52.00
"Lancaster ISD",2019,2,1244.00,1017.00,82.00,812.00,61.00
"Lancaster ISD",2020,2,1187.00,938.00,276.00,5.00,61.00
"Laredo ISD",2009,2,444.00,280.00,99.00,99.00,16.00
"Laredo ISD",2010,2,720.00,479.00,173.00,172.00,23.00
"Laredo ISD",2011,1,632.00,393.00,43.00,38.00,7.00
"Laredo ISD",2012,2,833.00,575.00,214.00,182.00,30.00
"Laredo ISD",2013,2,889.00,591.00,236.00,210.00,31.00
"Laredo ISD",2014,2,936.00,644.00,249.00,229.00,39.00
"Laredo ISD",2015,2,854.00,602.00,257.00,248.00,38.00
"Laredo ISD",2016,2,821.00,606.00,246.00,224.00,39.00
"Laredo ISD",2017,2,868.00,651.00,292.00,271.00,39.00
"Laredo ISD",2018,3,1052.00,750.00,368.00,348.00,59.00
"Laredo ISD",2019,3,1174.00,1014.00,476.00,0.00,79.00
"Laredo ISD",2020,3,1219.00,1041.00,541.00,0.00,89.00
"Leakey ISD",2004,1,28.00,23.00,0.00,0.00,21.00
"Leakey ISD",2005,1,66.00,48.00,0.00,0.00,36.00
"Leakey ISD",2006,1,56.00,46.00,2.00,2.00,39.00
"Leakey ISD",2007,1,53.00,50.00,0.00,0.00,38.00
"Leakey ISD",2008,1,58.00,53.00,5.00,5.00,45.00
"Leakey ISD",2009,1,57.00,49.00,0.00,0.00,47.00
"Leakey ISD",2010,1,72.00,69.00,1.00,1.00,47.00
"Leakey ISD",2011,1,71.00,66.00,2.00,2.00,34.00
"Leakey ISD",2012,1,72.00,67.00,0.00,0.00,37.00
"Leakey ISD",2013,1,94.00,83.00,3.00,3.00,45.00
"Leakey ISD",2014,1,86.00,76.00,2.00,2.00,25.00
"Leakey ISD",2015,1,139.00,89.00,2.00,2.00,45.00
"Leakey ISD",2016,1,122.00,112.00,1.00,1.00,45.00
"Leakey ISD",2017,1,114.00,104.00,1.00,1.00,37.00
"Leakey ISD",2018,1,129.00,109.00,3.00,3.00,38.00
"Leakey ISD",2019,1,126.00,100.00,5.00,0.00,37.00
"Leakey ISD",2020,1,117.00,91.00,5.00,0.00,39.00
"Leander ISD",2014,1,139.00,52.00,0.00,0.00,14.00
"Leander ISD",2015,2,652.00,94.00,6.00,6.00,35.00
"Leander ISD",2016,2,724.00,100.00,10.00,10.00,34.00
"Leander ISD",2017,2,829.00,76.00,6.00,6.00,48.00
"Leander ISD",2018,3,1319.00,251.00,142.00,136.00,96.00
"Leander ISD",2019,3,1256.00,316.00,141.00,0.00,80.00
"Leander ISD",2020,3,1379.00,284.00,214.00,0.00,102.00
"Lewisville ISD",2001,1,216.00,14.00,0.00,0.00,22.00
"Lewisville ISD",2002,3,696.00,11.00,2.00,2.00,89.00
"Lewisville ISD",2003,3,827.00,58.00,9.00,9.00,109.00
"Lewisville ISD",2004,3,1105.00,117.00,17.00,9.00,100.00
"Lewisville ISD",2005,3,970.00,134.00,29.00,19.00,104.00
"Lewisville ISD",2006,3,980.00,178.00,42.00,24.00,102.00
"Lewisville ISD",2007,2,562.00,144.00,24.00,24.00,78.00
"Lewisville ISD",2008,5,624.00,166.00,34.00,29.00,84.00
"Lewisville ISD",2009,5,625.00,190.00,29.00,26.00,67.00
"Lewisville ISD",2010,6,746.00,186.00,31.00,27.00,79.00
"Lewisville ISD",2011,6,914.00,218.00,23.00,23.00,93.00
"Lewisville ISD",2012,5,4744.00,1820.00,24.00,24.00,292.00
"Lewisville ISD",2013,6,6662.00,3275.00,69.00,67.00,422.00
"Lewisville ISD",2014,7,7562.00,3210.00,192.00,190.00,707.00
"Lewisville ISD",2015,7,8082.00,3155.00,168.00,167.00,735.00
"Lewisville ISD",2016,9,8109.00,3468.00,205.00,204.00,752.00
"Lewisville ISD",2017,10,8923.00,3824.00,324.00,313.00,976.00
"Lewisville ISD",2018,10,8581.00,3530.00,358.00,349.00,1017.00
"Lewisville ISD",2019,10,5171.00,1068.00,314.00,0.00,648.00
"Lewisville ISD",2020,9,5204.00,981.00,425.00,0.00,587.00
"Liberty Hill ISD",2000,1,18.00,0.00,0.00,0.00,18.00
"Liberty Hill ISD",2001,1,28.00,0.00,0.00,0.00,27.00
"Liberty Hill ISD",2002,1,73.00,0.00,0.00,0.00,73.00
"Liberty Hill ISD",2003,1,78.00,67.00,0.00,0.00,70.00
"Liberty Hill ISD",2004,1,80.00,24.00,0.00,0.00,74.00
"Liberty Hill ISD",2005,1,83.00,83.00,0.00,0.00,74.00
"Liberty Hill ISD",2006,1,95.00,24.00,0.00,0.00,67.00
"Liberty Hill ISD",2007,1,100.00,8.00,0.00,0.00,62.00
"Liberty Hill ISD",2008,1,97.00,5.00,0.00,0.00,62.00
"Liberty Hill ISD",2009,1,91.00,0.00,0.00,0.00,54.00
"Liberty Hill ISD",2010,1,89.00,0.00,1.00,1.00,56.00
"Liberty Hill ISD",2011,1,111.00,2.00,0.00,0.00,46.00
"Liberty Hill ISD",2012,1,102.00,1.00,0.00,0.00,46.00
"Liberty Hill ISD",2013,1,103.00,0.00,0.00,0.00,42.00
"Liberty Hill ISD",2014,1,107.00,0.00,0.00,0.00,43.00
"Liberty Hill ISD",2015,1,94.00,94.00,0.00,0.00,42.00
"Liberty Hill ISD",2016,1,107.00,107.00,1.00,1.00,47.00
"Liberty Hill ISD",2017,1,114.00,114.00,1.00,0.00,41.00
"Liberty Hill ISD",2018,1,101.00,101.00,0.00,0.00,30.00
"Liberty Hill ISD",2019,1,101.00,101.00,0.00,0.00,35.00
"Liberty Hill ISD",2020,1,115.00,115.00,0.00,0.00,39.00
"Little Elm ISD",2002,1,68.00,0.00,0.00,0.00,17.00
"Little Elm ISD",2003,1,112.00,20.00,0.00,0.00,30.00
"Little Elm ISD",2004,1,91.00,27.00,2.00,2.00,24.00
"Little Elm ISD",2005,1,122.00,71.00,2.00,2.00,29.00
"Little Elm ISD",2006,1,155.00,72.00,6.00,5.00,27.00
"Little Elm ISD",2007,1,188.00,85.00,25.00,24.00,26.00
"Little Elm ISD",2008,1,189.00,83.00,25.00,24.00,29.00
"Little Elm ISD",2009,1,176.00,54.00,18.00,18.00,24.00
"Little Elm ISD",2010,1,168.00,82.00,7.00,8.00,21.00
"Little Elm ISD",2011,1,182.00,111.00,36.00,36.00,22.00
"Little Elm ISD",2012,1,181.00,110.00,18.00,18.00,21.00
"Little Elm ISD",2013,1,182.00,116.00,14.00,14.00,19.00
"Little Elm ISD",2014,1,154.00,73.00,13.00,13.00,18.00
"Little Elm ISD",2015,2,221.00,109.00,49.00,48.00,18.00
"Little Elm ISD",2016,1,140.00,93.00,42.00,41.00,18.00
"Little Elm ISD",2017,1,108.00,78.00,31.00,31.00,19.00
"Little Elm ISD",2018,1,163.00,110.00,30.00,30.00,25.00
"Little Elm ISD",2019,1,165.00,116.00,42.00,0.00,23.00
"Little Elm ISD",2020,1,181.00,137.00,45.00,0.00,20.00
"Llano ISD",2017,1,85.00,30.00,0.00,0.00,5.00
"Llano ISD",2018,1,151.00,69.00,0.00,0.00,26.00
"Llano ISD",2019,1,165.00,85.00,0.00,0.00,42.00
"Llano ISD",2020,1,173.00,67.00,5.00,0.00,45.00
"Lockhart ISD",2003,1,118.00,114.00,0.00,0.00,100.00
"Lockhart ISD",2004,1,121.00,120.00,0.00,0.00,117.00
"Lockhart ISD",2005,1,119.00,119.00,0.00,0.00,117.00
"Lockhart ISD",2006,1,170.00,149.00,0.00,0.00,153.00
"Lockhart ISD",2007,1,166.00,166.00,0.00,0.00,114.00
"Lockhart ISD",2008,1,175.00,175.00,0.00,0.00,93.00
"Lockhart ISD",2009,1,172.00,172.00,11.00,11.00,70.00
"Lockhart ISD",2010,1,168.00,167.00,6.00,6.00,72.00
"Lockhart ISD",2011,1,165.00,159.00,11.00,11.00,66.00
"Lockhart ISD",2012,1,175.00,174.00,11.00,11.00,62.00
"Lockhart ISD",2013,1,171.00,169.00,8.00,8.00,60.00
"Lockhart ISD",2014,1,171.00,168.00,0.00,0.00,58.00
"Lockhart ISD",2015,1,165.00,163.00,10.00,10.00,67.00
"Lockhart ISD",2016,1,182.00,182.00,13.00,13.00,69.00
"Lockhart ISD",2017,2,181.00,168.00,15.00,15.00,53.00
"Lockhart ISD",2018,2,159.00,148.00,14.00,14.00,53.00
"Lockhart ISD",2019,2,227.00,175.00,10.00,0.00,53.00
"Lockhart ISD",2020,2,286.00,283.00,13.00,0.00,64.00
"Lometa ISD",1999,1,46.00,46.00,0.00,0.00,30.00
"Lometa ISD",2000,1,28.00,26.00,0.00,0.00,18.00
"Lometa ISD",2001,1,41.00,39.00,0.00,0.00,32.00
"Lometa ISD",2002,1,74.00,71.00,0.00,0.00,42.00
"Lometa ISD",2003,1,77.00,70.00,2.00,2.00,35.00
"Lometa ISD",2004,1,70.00,64.00,0.00,0.00,36.00
"Lometa ISD",2005,1,129.00,90.00,2.00,2.00,47.00
"Lometa ISD",2006,1,72.00,51.00,1.00,0.00,26.00
"Lometa ISD",2009,1,23.00,20.00,0.00,0.00,13.00
"Lometa ISD",2010,1,26.00,26.00,0.00,0.00,18.00
"Lometa ISD",2011,1,29.00,29.00,0.00,0.00,21.00
"Lometa ISD",2012,1,31.00,31.00,0.00,0.00,19.00
"Lometa ISD",2013,1,31.00,31.00,2.00,2.00,20.00
"Lometa ISD",2014,1,29.00,29.00,1.00,1.00,10.00
"Lometa ISD",2015,1,32.00,32.00,0.00,0.00,18.00
"Lometa ISD",2016,1,31.00,31.00,1.00,1.00,7.00
"Lometa ISD",2017,1,32.00,32.00,0.00,0.00,20.00
"Lometa ISD",2018,1,34.00,34.00,0.00,0.00,6.00
"Lometa ISD",2019,1,34.00,34.00,0.00,0.00,5.00
"Lometa ISD",2020,1,32.00,32.00,0.00,0.00,12.00
"Longview ISD",2000,1,52.00,27.00,0.00,0.00,0.00
"Longview ISD",2001,1,144.00,18.00,1.00,1.00,4.00
"Longview ISD",2002,1,143.00,19.00,1.00,1.00,7.00
"Longview ISD",2003,2,170.00,33.00,0.00,0.00,17.00
"Longview ISD",2004,1,140.00,29.00,0.00,0.00,7.00
"Longview ISD",2005,1,139.00,34.00,0.00,0.00,11.00
"Longview ISD",2006,3,248.00,144.00,1.00,1.00,16.00
"Longview ISD",2007,1,168.00,62.00,0.00,0.00,17.00
"Longview ISD",2008,1,162.00,54.00,0.00,0.00,27.00
"Longview ISD",2009,1,155.00,50.00,0.00,0.00,26.00
"Longview ISD",2010,1,157.00,49.00,0.00,0.00,21.00
"Longview ISD",2011,1,157.00,50.00,0.00,0.00,14.00
"Longview ISD",2012,1,165.00,58.00,0.00,0.00,15.00
"Longview ISD",2013,2,225.00,44.00,0.00,0.00,14.00
"Longview ISD",2014,2,284.00,71.00,0.00,0.00,17.00
"Longview ISD",2015,2,299.00,70.00,2.00,1.00,18.00
"Longview ISD",2016,2,309.00,65.00,1.00,1.00,26.00
"Longview ISD",2017,2,324.00,66.00,1.00,1.00,24.00
"Longview ISD",2018,2,358.00,72.00,1.00,1.00,27.00
"Longview ISD",2019,2,402.00,92.00,0.00,0.00,18.00
"Longview ISD",2020,2,422.00,111.00,0.00,0.00,33.00
"Lubbock ISD",2000,4,281.00,135.00,3.00,1.00,24.00
"Lubbock ISD",2001,4,465.00,242.00,22.00,0.00,38.00
"Lubbock ISD",2002,4,482.00,286.00,1.00,1.00,67.00
"Lubbock ISD",2003,4,509.00,285.00,7.00,7.00,79.00
"Lubbock ISD",2004,4,558.00,376.00,11.00,11.00,84.00
"Lubbock ISD",2005,4,612.00,436.00,31.00,31.00,99.00
"Lubbock ISD",2006,4,571.00,416.00,15.00,15.00,71.00
"Lubbock ISD",2007,4,637.00,487.00,9.00,9.00,96.00
"Lubbock ISD",2008,5,778.00,579.00,7.00,6.00,101.00
"Lubbock ISD",2009,5,856.00,685.00,0.00,0.00,79.00
"Lubbock ISD",2010,5,947.00,775.00,0.00,0.00,106.00
"Lubbock ISD",2011,5,1003.00,827.00,5.00,5.00,113.00
"Lubbock ISD",2012,5,1083.00,894.00,12.00,10.00,153.00
"Lubbock ISD",2013,5,1156.00,954.00,10.00,10.00,171.00
"Lubbock ISD",2014,5,1149.00,946.00,21.00,19.00,188.00
"Lubbock ISD",2015,5,1044.00,949.00,23.00,21.00,165.00
"Lubbock ISD",2016,4,1019.00,816.00,19.00,16.00,116.00
"Lubbock ISD",2017,4,1063.00,902.00,26.00,26.00,124.00
"Lubbock ISD",2018,4,1080.00,934.00,32.00,29.00,120.00
"Lubbock ISD",2019,4,1059.00,916.00,46.00,0.00,127.00
"Lubbock ISD",2020,5,1171.00,982.00,59.00,0.00,172.00
"Lufkin ISD",2000,1,208.00,23.00,0.00,0.00,12.00
"Lufkin ISD",2001,1,275.00,12.00,0.00,0.00,20.00
"Lufkin ISD",2002,1,187.00,86.00,0.00,0.00,21.00
"Lufkin ISD",2003,1,182.00,99.00,11.00,9.00,25.00
"Lufkin ISD",2004,1,197.00,107.00,3.00,3.00,24.00
"Lufkin ISD",2005,1,206.00,114.00,1.00,1.00,20.00
"Lufkin ISD",2006,1,220.00,132.00,3.00,1.00,26.00
"Lufkin ISD",2007,1,263.00,145.00,1.00,1.00,34.00
"Lufkin ISD",2008,1,313.00,185.00,1.00,1.00,36.00
"Lufkin ISD",2009,1,304.00,209.00,1.00,1.00,45.00
"Lufkin ISD",2010,2,336.00,206.00,0.00,0.00,39.00
"Lufkin ISD",2011,2,465.00,272.00,0.00,0.00,41.00
"Lufkin ISD",2012,2,554.00,350.00,0.00,0.00,48.00
"Lufkin ISD",2013,2,635.00,320.00,0.00,0.00,45.00
"Lufkin ISD",2014,2,701.00,344.00,21.00,21.00,46.00
"Lufkin ISD",2015,2,811.00,407.00,41.00,41.00,49.00
"Lufkin ISD",2016,2,966.00,451.00,51.00,50.00,58.00
"Lufkin ISD",2017,3,1037.00,470.00,58.00,58.00,69.00
"Lufkin ISD",2018,3,1020.00,517.00,55.00,55.00,82.00
"Lufkin ISD",2019,3,1022.00,521.00,43.00,0.00,82.00
"Lufkin ISD",2020,3,1041.00,555.00,40.00,0.00,95.00
"Manor ISD",2001,1,25.00,3.00,0.00,0.00,0.00
"Manor ISD",2002,1,40.00,21.00,0.00,0.00,4.00
"Manor ISD",2005,1,147.00,123.00,53.00,52.00,12.00
"Manor ISD",2006,2,393.00,212.00,56.00,54.00,29.00
"Manor ISD",2007,2,526.00,155.00,67.00,52.00,31.00
"Manor ISD",2008,3,776.00,458.00,90.00,70.00,115.00
"Manor ISD",2009,4,863.00,546.00,89.00,87.00,100.00
"Manor ISD",2010,4,954.00,643.00,136.00,135.00,52.00
"Manor ISD",2011,5,1367.00,981.00,331.00,331.00,81.00
"Manor ISD",2012,6,1875.00,1427.00,635.00,626.00,116.00
"Manor ISD",2013,6,2248.00,1754.00,852.00,809.00,155.00
"Manor ISD",2014,6,2533.00,2044.00,1023.00,1016.00,175.00
"Manor ISD",2015,5,2076.00,1495.00,892.00,881.00,146.00
"Manor ISD",2016,8,4134.00,3312.00,1778.00,1764.00,340.00
"Manor ISD",2017,6,3191.00,2367.00,1385.00,1358.00,256.00
"Manor ISD",2018,6,3137.00,2397.00,1357.00,1313.00,281.00
"Manor ISD",2019,6,3321.00,2616.00,1399.00,0.00,321.00
"Manor ISD",2020,6,3048.00,2374.00,1418.00,0.00,319.00
"Mansfield ISD",2017,2,485.00,246.00,64.00,63.00,20.00
"Mansfield ISD",2018,2,782.00,360.00,106.00,105.00,31.00
"Mansfield ISD",2019,2,912.00,448.00,164.00,0.00,39.00
"Mansfield ISD",2020,2,991.00,522.00,211.00,0.00,58.00
"Marion ISD",2002,1,7.00,7.00,0.00,0.00,4.00
"Marion ISD",2003,1,5.00,5.00,0.00,0.00,0.00
"Marshall ISD",2002,1,75.00,42.00,0.00,0.00,0.00
"Marshall ISD",2010,1,65.00,17.00,1.00,0.00,2.00
"Marshall ISD",2011,1,67.00,24.00,0.00,0.00,0.00
"Marshall ISD",2012,1,88.00,16.00,0.00,0.00,0.00
"Marshall ISD",2013,1,91.00,31.00,0.00,0.00,2.00
"Marshall ISD",2014,1,75.00,20.00,0.00,0.00,1.00
"Marshall ISD",2015,1,89.00,27.00,0.00,0.00,2.00
"Marshall ISD",2016,1,87.00,27.00,0.00,0.00,2.00
"Marshall ISD",2017,1,80.00,36.00,0.00,0.00,1.00
"Marshall ISD",2018,1,82.00,29.00,0.00,0.00,0.00
"Marshall ISD",2019,1,71.00,26.00,0.00,0.00,5.00
"Marshall ISD",2020,1,96.00,29.00,0.00,0.00,5.00
"Martins Mill ISD",2000,1,42.00,12.00,0.00,0.00,9.00
"Martins Mill ISD",2001,1,40.00,0.00,0.00,0.00,10.00
"Martins Mill ISD",2002,1,65.00,0.00,0.00,0.00,13.00
"Martins Mill ISD",2003,1,42.00,0.00,0.00,0.00,8.00
"Martins Mill ISD",2004,1,55.00,10.00,0.00,0.00,8.00
"Martins Mill ISD",2005,1,45.00,4.00,0.00,0.00,8.00
"Martins Mill ISD",2006,1,39.00,8.00,0.00,0.00,6.00
"Martins Mill ISD",2007,1,33.00,5.00,0.00,0.00,6.00
"Martins Mill ISD",2008,1,38.00,2.00,0.00,0.00,4.00
"Martins Mill ISD",2009,1,43.00,0.00,0.00,0.00,6.00
"Martins Mill ISD",2010,1,44.00,12.00,0.00,0.00,4.00
"Martins Mill ISD",2011,1,58.00,12.00,0.00,0.00,10.00
"Martins Mill ISD",2012,1,52.00,11.00,0.00,0.00,6.00
"Martins Mill ISD",2013,1,63.00,20.00,0.00,0.00,9.00
"Martins Mill ISD",2014,1,57.00,24.00,0.00,0.00,8.00
"Martins Mill ISD",2015,1,76.00,28.00,0.00,0.00,18.00
"Martins Mill ISD",2016,1,86.00,42.00,0.00,0.00,20.00
