"NAME","year","CountOfCAMPNAME","SumOfCPETALLC","SumOfCPETCOPNUM"
"North East ISD",2018,22,9085.00,5207.00
"Northside ISD (Bexar)",2000,2,178.00,8.00
"Northside ISD (Bexar)",2001,2,243.00,210.00
"Northside ISD (Bexar)",2002,2,433.00,290.00
"Northside ISD (Bexar)",2003,3,713.00,489.00
"Northside ISD (Bexar)",2004,4,866.00,544.00
"Northside ISD (Bexar)",2005,5,1282.00,986.00
"Northside ISD (Bexar)",2006,5,1399.00,1137.00
"Northside ISD (Bexar)",2007,6,1791.00,1365.00
"Northside ISD (Bexar)",2008,7,1925.00,1343.00
"Northside ISD (Bexar)",2009,11,2884.00,2093.00
"Northside ISD (Bexar)",2010,10,3114.00,2271.00
"Northside ISD (Bexar)",2011,10,3220.00,2501.00
"Northside ISD (Bexar)",2012,8,2340.00,1720.00
"Northside ISD (Bexar)",2013,9,2344.00,1318.00
"Northside ISD (Bexar)",2014,9,2959.00,1559.00
"Northside ISD (Bexar)",2015,12,3586.00,1959.00
"Northside ISD (Bexar)",2016,14,4205.00,2388.00
"Northside ISD (Bexar)",2017,13,3965.00,2641.00
"Northside ISD (Bexar)",2018,15,5063.00,2984.00
"Northwest ISD",2004,1,197.00,0.00
"Northwest ISD",2005,1,267.00,0.00
"Northwest ISD",2006,1,322.00,0.00
"Northwest ISD",2007,1,350.00,0.00
"Northwest ISD",2008,1,379.00,0.00
"Northwest ISD",2009,1,408.00,0.00
"Northwest ISD",2010,1,480.00,0.00
"Northwest ISD",2011,1,520.00,0.00
"Northwest ISD",2012,1,617.00,0.00
"Northwest ISD",2013,1,670.00,0.00
"Northwest ISD",2014,1,695.00,0.00
"Northwest ISD",2015,3,2201.00,227.00
"Northwest ISD",2016,4,2401.00,284.00
"Northwest ISD",2017,4,2520.00,388.00
"Northwest ISD",2018,4,2695.00,493.00
"Palestine ISD",2000,1,32.00,32.00
"Palestine ISD",2002,1,93.00,25.00
"Palestine ISD",2003,1,101.00,24.00
"Palestine ISD",2004,1,81.00,27.00
"Palestine ISD",2005,1,82.00,49.00
"Palestine ISD",2006,1,71.00,40.00
"Palestine ISD",2007,1,80.00,43.00
"Palestine ISD",2008,1,100.00,58.00
"Palestine ISD",2009,1,129.00,91.00
"Palestine ISD",2010,1,103.00,68.00
"Palestine ISD",2011,1,132.00,99.00
"Palestine ISD",2012,1,120.00,97.00
"Palestine ISD",2013,2,130.00,63.00
"Palestine ISD",2014,2,222.00,118.00
"Palestine ISD",2015,1,175.00,38.00
"Palestine ISD",2016,1,164.00,48.00
"Palestine ISD",2017,1,202.00,67.00
"Palestine ISD",2018,1,201.00,58.00
"Pasadena ISD",2001,1,380.00,288.00
"Pasadena ISD",2002,1,423.00,231.00
"Pasadena ISD",2003,1,505.00,378.00
"Pasadena ISD",2004,2,772.00,542.00
"Pasadena ISD",2005,2,958.00,696.00
"Pasadena ISD",2006,2,959.00,719.00
"Pasadena ISD",2007,2,1046.00,813.00
"Pasadena ISD",2008,2,1117.00,862.00
"Pasadena ISD",2009,2,1070.00,836.00
"Pasadena ISD",2010,2,1121.00,868.00
"Pasadena ISD",2011,2,1126.00,860.00
"Pasadena ISD",2012,2,1187.00,972.00
"Pasadena ISD",2013,2,1231.00,825.00
"Pasadena ISD",2014,3,1561.00,1221.00
"Pasadena ISD",2015,3,1678.00,1139.00
"Pasadena ISD",2016,5,2048.00,1389.00
"Pasadena ISD",2017,8,2579.00,1950.00
"Pasadena ISD",2018,10,4146.00,2614.00
"Pflugerville ISD",1999,2,159.00,4.00
"Pflugerville ISD",2000,2,225.00,10.00
"Pflugerville ISD",2001,2,292.00,7.00
"Pflugerville ISD",2002,2,352.00,7.00
"Pflugerville ISD",2003,2,434.00,25.00
"Pflugerville ISD",2004,2,519.00,39.00
"Pflugerville ISD",2005,2,537.00,41.00
"Pflugerville ISD",2006,2,612.00,58.00
"Pflugerville ISD",2007,2,673.00,76.00
"Pflugerville ISD",2008,2,652.00,80.00
"Pflugerville ISD",2009,3,837.00,157.00
"Pflugerville ISD",2010,3,1075.00,278.00
"Pflugerville ISD",2011,3,1347.00,394.00
"Pflugerville ISD",2012,3,1441.00,453.00
"Pflugerville ISD",2013,3,1491.00,465.00
"Pflugerville ISD",2014,3,1527.00,530.00
"Pflugerville ISD",2015,2,1254.00,564.00
"Pflugerville ISD",2016,3,1468.00,629.00
"Pflugerville ISD",2017,3,1626.00,682.00
"Pflugerville ISD",2018,3,1706.00,801.00
"Pharr-San Juan-Alamo ISD",2002,1,48.00,44.00
"Pharr-San Juan-Alamo ISD",2003,1,119.00,99.00
"Pharr-San Juan-Alamo ISD",2004,1,167.00,146.00
"Pharr-San Juan-Alamo ISD",2005,1,220.00,170.00
"Pharr-San Juan-Alamo ISD",2006,1,286.00,227.00
"Pharr-San Juan-Alamo ISD",2007,2,542.00,367.00
"Pharr-San Juan-Alamo ISD",2008,2,575.00,467.00
"Pharr-San Juan-Alamo ISD",2009,3,977.00,792.00
"Pharr-San Juan-Alamo ISD",2010,5,1522.00,1257.00
"Pharr-San Juan-Alamo ISD",2011,5,2095.00,1752.00
"Pharr-San Juan-Alamo ISD",2012,4,2544.00,2140.00
"Pharr-San Juan-Alamo ISD",2013,5,3128.00,2649.00
"Pharr-San Juan-Alamo ISD",2014,5,3162.00,2719.00
"Pharr-San Juan-Alamo ISD",2015,6,4067.00,3551.00
"Pharr-San Juan-Alamo ISD",2016,6,4121.00,3655.00
"Pharr-San Juan-Alamo ISD",2017,6,3771.00,3282.00
"Pharr-San Juan-Alamo ISD",2018,6,3730.00,3254.00
"Pilot Point ISD",2015,1,113.00,32.00
"Pilot Point ISD",2016,1,140.00,93.00
"Plano ISD",2013,1,433.00,190.00
"Plano ISD",2014,1,686.00,313.00
"Plano ISD",2015,2,835.00,374.00
"Plano ISD",2016,2,1083.00,511.00
"Plano ISD",2017,3,1488.00,602.00
"Plano ISD",2018,5,1472.00,689.00
"Port Arthur ISD",2000,1,157.00,87.00
"Port Arthur ISD",2001,1,117.00,90.00
"Port Arthur ISD",2002,1,134.00,123.00
"Port Arthur ISD",2003,1,160.00,147.00
"Port Arthur ISD",2004,1,222.00,137.00
"Port Arthur ISD",2005,1,334.00,305.00
"Port Arthur ISD",2006,1,343.00,207.00
"Port Arthur ISD",2007,1,338.00,323.00
"Port Arthur ISD",2008,1,411.00,378.00
"Port Arthur ISD",2009,1,387.00,365.00
"Port Arthur ISD",2010,1,370.00,355.00
"Port Arthur ISD",2011,4,623.00,584.00
"Port Arthur ISD",2012,4,636.00,614.00
"Port Arthur ISD",2013,4,641.00,571.00
"Port Arthur ISD",2014,4,568.00,500.00
"Port Arthur ISD",2015,4,796.00,720.00
"Port Arthur ISD",2016,4,942.00,845.00
"Port Arthur ISD",2017,5,1283.00,1196.00
"Port Arthur ISD",2018,5,1287.00,1077.00
"Post ISD",2011,1,55.00,55.00
"Post ISD",2012,1,53.00,53.00
"Post ISD",2013,1,53.00,53.00
"Raymondville ISD",2005,1,77.00,75.00
"Raymondville ISD",2006,1,67.00,67.00
"Raymondville ISD",2007,1,71.00,71.00
"Raymondville ISD",2008,1,94.00,94.00
"Raymondville ISD",2009,1,72.00,71.00
"Raymondville ISD",2010,1,55.00,55.00
"Raymondville ISD",2011,1,64.00,60.00
"Raymondville ISD",2012,1,98.00,97.00
"Raymondville ISD",2013,1,133.00,109.00
"Raymondville ISD",2014,1,91.00,81.00
"Raymondville ISD",2015,1,105.00,77.00
"Red Oak ISD",2004,1,224.00,42.00
"Red Oak ISD",2005,1,535.00,166.00
"Red Oak ISD",2006,1,747.00,196.00
"Red Oak ISD",2007,1,952.00,234.00
"Red Oak ISD",2008,1,1096.00,254.00
"Red Oak ISD",2009,1,1263.00,312.00
"Red Oak ISD",2010,1,1401.00,398.00
"Red Oak ISD",2011,1,1501.00,455.00
"Red Oak ISD",2012,1,1554.00,508.00
"Red Oak ISD",2013,1,1625.00,583.00
"Red Oak ISD",2014,1,1774.00,649.00
"Red Oak ISD",2015,1,1949.00,704.00
"Red Oak ISD",2016,1,1051.00,448.00
"Red Oak ISD",2017,1,1051.00,400.00
"Red Oak ISD",2018,1,1030.00,470.00
"Richardson ISD",2002,1,268.00,69.00
"Richardson ISD",2003,2,550.00,192.00
"Richardson ISD",2004,2,637.00,157.00
"Richardson ISD",2005,3,921.00,420.00
"Richardson ISD",2006,3,1107.00,563.00
"Richardson ISD",2007,4,1702.00,803.00
"Richardson ISD",2008,4,1726.00,776.00
"Richardson ISD",2009,4,1832.00,932.00
"Richardson ISD",2010,4,1865.00,877.00
"Richardson ISD",2011,4,2096.00,1158.00
"Richardson ISD",2012,4,2316.00,1465.00
"Richardson ISD",2013,5,2554.00,1527.00
"Richardson ISD",2014,5,2619.00,1628.00
"Richardson ISD",2015,6,2882.00,1696.00
"Richardson ISD",2016,6,2829.00,1668.00
"Richardson ISD",2017,5,2526.00,1514.00
"Richardson ISD",2018,5,2460.00,1521.00
"Rio Grande City Cons ISD",2005,1,63.00,57.00
"Rio Grande City Cons ISD",2006,1,94.00,91.00
"Rio Grande City Cons ISD",2007,1,160.00,157.00
"Rio Grande City Cons ISD",2008,1,167.00,162.00
"Rio Grande City Cons ISD",2009,1,175.00,142.00
"Rio Grande City Cons ISD",2010,1,150.00,116.00
"Rio Grande City Cons ISD",2011,1,137.00,136.00
"Rio Grande City Cons ISD",2012,1,139.00,138.00
"Rio Grande City Cons ISD",2013,1,168.00,154.00
"Rio Grande City Cons ISD",2014,1,145.00,123.00
"Rio Grande City Cons ISD",2015,1,164.00,138.00
"Rio Grande City Cons ISD",2018,2,479.00,443.00
"Robstown ISD",2016,1,493.00,222.00
"Robstown ISD",2017,1,510.00,242.00
"Robstown ISD",2018,1,488.00,246.00
"Rockdale ISD",2009,1,59.00,59.00
"Rockdale ISD",2010,1,62.00,61.00
"Rockdale ISD",2011,1,58.00,58.00
"Rockdale ISD",2012,1,62.00,62.00
"Rockdale ISD",2013,1,53.00,53.00
"Rockdale ISD",2014,1,48.00,48.00
"Rockdale ISD",2015,1,57.00,57.00
"Rockdale ISD",2016,1,59.00,59.00
"Rockdale ISD",2017,1,62.00,62.00
"Rockdale ISD",2018,1,33.00,33.00
"Round Rock ISD",2012,2,1132.00,191.00
"Round Rock ISD",2013,2,1503.00,185.00
"Round Rock ISD",2014,3,2024.00,351.00
"Round Rock ISD",2015,4,2882.00,514.00
"Round Rock ISD",2016,4,3455.00,649.00
"Round Rock ISD",2017,5,3749.00,686.00
"Round Rock ISD",2018,5,3268.00,631.00
"Royse City ISD",2015,1,95.00,41.00
"Royse City ISD",2016,1,98.00,46.00
"Royse City ISD",2017,1,91.00,28.00
"Royse City ISD",2018,1,117.00,18.00
"San Angelo ISD",2010,1,633.00,287.00
"San Angelo ISD",2011,1,745.00,334.00
"San Angelo ISD",2012,1,836.00,385.00
"San Angelo ISD",2013,1,960.00,406.00
"San Angelo ISD",2014,1,1005.00,441.00
"San Angelo ISD",2015,1,1198.00,563.00
"San Angelo ISD",2016,1,1198.00,533.00
"San Angelo ISD",2017,1,1296.00,559.00
"San Angelo ISD",2018,1,1235.00,559.00
"San Antonio ISD",1997,1,153.00,122.00
"San Antonio ISD",1998,1,152.00,123.00
"San Antonio ISD",1999,5,1018.00,756.00
"San Antonio ISD",2000,5,1266.00,865.00
"San Antonio ISD",2001,8,1495.00,1144.00
"San Antonio ISD",2002,10,1792.00,1389.00
"San Antonio ISD",2003,10,2043.00,1497.00
"San Antonio ISD",2004,10,2221.00,1677.00
"San Antonio ISD",2005,14,3052.00,2236.00
"San Antonio ISD",2006,16,3613.00,2960.00
"San Antonio ISD",2007,18,4188.00,3437.00
"San Antonio ISD",2008,20,4594.00,3783.00
"San Antonio ISD",2009,21,4526.00,3704.00
"San Antonio ISD",2010,24,4868.00,3647.00
"San Antonio ISD",2011,25,5139.00,3953.00
"San Antonio ISD",2012,23,5476.00,4392.00
"San Antonio ISD",2013,25,6249.00,4861.00
"San Antonio ISD",2014,26,6807.00,5261.00
"San Antonio ISD",2015,29,7877.00,6156.00
"San Antonio ISD",2016,29,8648.00,6736.00
"San Antonio ISD",2017,25,7153.00,5595.00
"San Antonio ISD",2018,25,8334.00,6283.00
"San Benito Cons ISD",2009,3,392.00,315.00
"San Benito Cons ISD",2010,3,762.00,556.00
"San Benito Cons ISD",2011,3,940.00,673.00
"San Benito Cons ISD",2012,3,1172.00,842.00
"San Benito Cons ISD",2013,3,1395.00,1003.00
"San Benito Cons ISD",2014,3,1573.00,1219.00
"San Benito Cons ISD",2015,3,1503.00,1175.00
"San Benito Cons ISD",2016,3,1553.00,1289.00
"San Benito Cons ISD",2017,3,1791.00,1534.00
"San Benito Cons ISD",2018,3,1812.00,1517.00
"San Felipe-Del Rio Cons ISD",2007,2,151.00,104.00
"San Felipe-Del Rio Cons ISD",2008,2,225.00,149.00
"San Felipe-Del Rio Cons ISD",2009,2,256.00,140.00
"San Felipe-Del Rio Cons ISD",2010,2,284.00,184.00
"San Felipe-Del Rio Cons ISD",2011,2,329.00,183.00
"San Felipe-Del Rio Cons ISD",2012,2,349.00,224.00
"San Felipe-Del Rio Cons ISD",2013,2,372.00,252.00
"San Felipe-Del Rio Cons ISD",2014,2,351.00,222.00
"San Felipe-Del Rio Cons ISD",2015,2,389.00,251.00
"San Felipe-Del Rio Cons ISD",2016,2,385.00,257.00
"San Felipe-Del Rio Cons ISD",2017,2,388.00,280.00
"San Felipe-Del Rio Cons ISD",2018,2,338.00,228.00
"San Marcos Cons ISD",2002,1,87.00,1.00
"San Marcos Cons ISD",2003,2,182.00,124.00
"San Marcos Cons ISD",2004,2,189.00,131.00
"San Marcos Cons ISD",2005,3,309.00,236.00
"San Marcos Cons ISD",2006,3,345.00,157.00
"San Marcos Cons ISD",2007,3,356.00,173.00
"San Marcos Cons ISD",2008,3,352.00,270.00
"San Marcos Cons ISD",2009,3,340.00,247.00
"San Marcos Cons ISD",2010,3,379.00,318.00
"San Marcos Cons ISD",2011,2,223.00,156.00
"San Marcos Cons ISD",2012,2,236.00,192.00
"San Marcos Cons ISD",2013,2,226.00,185.00
"San Marcos Cons ISD",2014,2,231.00,172.00
"San Marcos Cons ISD",2015,3,425.00,356.00
"San Marcos Cons ISD",2016,3,398.00,328.00
"San Marcos Cons ISD",2017,3,381.00,327.00
"San Marcos Cons ISD",2018,3,372.00,321.00
"Schertz-Cibolo-Universal City ISD",2002,1,27.00,2.00
"Schertz-Cibolo-Universal City ISD",2003,1,102.00,40.00
"Schertz-Cibolo-Universal City ISD",2004,1,60.00,43.00
"Schertz-Cibolo-Universal City ISD",2005,1,45.00,34.00
"Schertz-Cibolo-Universal City ISD",2006,1,52.00,40.00
"Schertz-Cibolo-Universal City ISD",2007,1,107.00,82.00
"Schertz-Cibolo-Universal City ISD",2008,1,96.00,70.00
"Schertz-Cibolo-Universal City ISD",2009,1,83.00,57.00
"Schertz-Cibolo-Universal City ISD",2010,1,106.00,95.00
"Schertz-Cibolo-Universal City ISD",2011,2,106.00,91.00
"Schertz-Cibolo-Universal City ISD",2012,2,96.00,70.00
"Schertz-Cibolo-Universal City ISD",2013,2,169.00,122.00
"Schertz-Cibolo-Universal City ISD",2014,1,127.00,67.00
"Schertz-Cibolo-Universal City ISD",2015,1,93.00,59.00
"Schertz-Cibolo-Universal City ISD",2017,1,329.00,105.00
"Schertz-Cibolo-Universal City ISD",2018,1,414.00,102.00
"Seguin ISD",2017,1,93.00,53.00
"Seguin ISD",2018,1,144.00,82.00
"Sharyland ISD",2013,2,471.00,340.00
"Sharyland ISD",2014,2,720.00,551.00
"Sharyland ISD",2015,2,954.00,726.00
"Sharyland ISD",2016,2,1199.00,1000.00
"Sharyland ISD",2017,2,1480.00,1246.00
"Sharyland ISD",2018,2,1588.00,1284.00
"Sheldon ISD",2008,1,91.00,73.00
"Sheldon ISD",2009,1,128.00,51.00
"Sheldon ISD",2010,1,298.00,237.00
"Sheldon ISD",2011,1,355.00,287.00
"Sheldon ISD",2012,1,595.00,514.00
"Sheldon ISD",2013,1,724.00,587.00
"Sheldon ISD",2014,1,683.00,496.00
"Sheldon ISD",2015,2,804.00,562.00
"Sheldon ISD",2016,2,835.00,624.00
"Sheldon ISD",2017,1,534.00,405.00
"Sheldon ISD",2018,1,508.00,367.00
"Socorro ISD",2015,1,339.00,160.00
"Socorro ISD",2016,1,364.00,180.00
"Socorro ISD",2017,1,352.00,141.00
"Socorro ISD",2018,1,336.00,81.00
"South San Antonio ISD",2014,1,448.00,406.00
"South San Antonio ISD",2015,3,523.00,476.00
"South San Antonio ISD",2016,3,657.00,579.00
"South San Antonio ISD",2017,3,653.00,486.00
"South San Antonio ISD",2018,7,2084.00,1587.00
"Southside ISD",2018,1,54.00,53.00
"Spring Branch ISD",2014,1,18.00,18.00
"Spring Branch ISD",2015,1,21.00,6.00
"Spring Branch ISD",2016,1,23.00,1.00
"Spring Branch ISD",2017,1,16.00,0.00
"Spring ISD",1999,1,161.00,90.00
"Spring ISD",2000,2,230.00,155.00
"Spring ISD",2001,2,267.00,202.00
"Spring ISD",2002,2,338.00,277.00
"Spring ISD",2003,2,566.00,509.00
"Spring ISD",2004,3,427.00,353.00
"Spring ISD",2005,3,592.00,495.00
"Spring ISD",2006,4,509.00,428.00
"Spring ISD",2007,3,540.00,415.00
"Spring ISD",2008,4,687.00,534.00
"Spring ISD",2009,4,678.00,585.00
"Spring ISD",2010,4,740.00,651.00
"Spring ISD",2011,4,659.00,617.00
"Spring ISD",2012,4,574.00,503.00
"Spring ISD",2013,5,1060.00,857.00
"Spring ISD",2014,5,1258.00,917.00
"Spring ISD",2015,4,1060.00,772.00
"Spring ISD",2016,4,957.00,733.00
"Spring ISD",2017,5,1086.00,916.00
"Spring ISD",2018,6,1073.00,750.00
"Stephenville ISD",2007,1,135.00,70.00
"Stephenville ISD",2008,1,85.00,50.00
"Stephenville ISD",2009,1,78.00,43.00
"Stephenville ISD",2010,1,76.00,54.00
"Stephenville ISD",2011,1,91.00,56.00
"Stephenville ISD",2012,1,78.00,56.00
"Stephenville ISD",2013,1,73.00,56.00
"Stephenville ISD",2014,1,109.00,82.00
"Stephenville ISD",2015,1,101.00,54.00
"Stephenville ISD",2016,1,66.00,42.00
"Stephenville ISD",2017,1,73.00,56.00
"Stephenville ISD",2018,1,67.00,47.00
"Sunnyvale ISD",2015,1,228.00,99.00
"Sunnyvale ISD",2016,1,220.00,86.00
"Sunnyvale ISD",2017,1,251.00,118.00
"Sunnyvale ISD",2018,1,257.00,129.00
"Taft ISD",2009,1,77.00,74.00
"Taft ISD",2010,1,82.00,82.00
"Taft ISD",2011,1,71.00,69.00
"Taft ISD",2012,1,92.00,90.00
"Taft ISD",2013,1,95.00,95.00
"Taft ISD",2014,1,99.00,99.00
"Taft ISD",2015,1,92.00,92.00
"Taft ISD",2016,1,93.00,92.00
"Taft ISD",2017,1,63.00,63.00
"Taft ISD",2018,1,48.00,45.00
"Temple ISD",2000,1,43.00,27.00
"Temple ISD",2001,1,89.00,47.00
"Temple ISD",2002,1,161.00,120.00
"Temple ISD",2003,1,100.00,79.00
"Temple ISD",2004,1,144.00,101.00
"Temple ISD",2005,1,123.00,95.00
"Temple ISD",2006,1,106.00,91.00
"Temple ISD",2007,1,91.00,75.00
"Temple ISD",2008,1,142.00,99.00
"Temple ISD",2009,1,180.00,122.00
"Temple ISD",2010,1,179.00,138.00
"Temple ISD",2011,1,165.00,115.00
"Temple ISD",2012,1,267.00,161.00
"Temple ISD",2013,1,353.00,215.00
"Temple ISD",2014,1,339.00,206.00
"Temple ISD",2015,1,303.00,197.00
"Temple ISD",2016,1,336.00,207.00
"Temple ISD",2017,1,296.00,156.00
"Temple ISD",2018,1,357.00,215.00
"Texarkana ISD",2017,1,49.00,24.00
"Texarkana ISD",2018,1,60.00,39.00
"Texas City ISD",1999,1,188.00,79.00
"Texas City ISD",2000,1,215.00,114.00
"Texas City ISD",2001,1,259.00,133.00
"Texas City ISD",2002,1,284.00,132.00
"Texas City ISD",2003,1,348.00,165.00
"Texas City ISD",2004,1,609.00,327.00
"Texas City ISD",2005,1,589.00,384.00
"Texas City ISD",2006,1,564.00,291.00
"Texas City ISD",2007,1,543.00,321.00
"Texas City ISD",2008,1,495.00,347.00
"Texas City ISD",2009,1,505.00,302.00
"Texas City ISD",2010,1,481.00,327.00
"Texas City ISD",2011,1,438.00,322.00
"Texas City ISD",2012,1,411.00,304.00
"Texas City ISD",2013,1,392.00,265.00
"Texas City ISD",2014,1,412.00,348.00
"Texas City ISD",2015,1,437.00,365.00
"Texas City ISD",2016,1,457.00,406.00
"Texas City ISD",2017,1,507.00,446.00
"Texas City ISD",2018,1,491.00,468.00
"Tomball ISD",2000,1,71.00,37.00
"Tomball ISD",2001,1,57.00,0.00
"Tomball ISD",2002,1,68.00,1.00
"Tomball ISD",2003,1,69.00,16.00
"Tomball ISD",2004,1,83.00,35.00
"Tomball ISD",2005,1,85.00,25.00
"Tomball ISD",2006,1,84.00,54.00
"Tomball ISD",2007,1,125.00,82.00
"Tomball ISD",2008,1,88.00,61.00
"Tomball ISD",2009,1,82.00,57.00
"Tomball ISD",2010,1,75.00,56.00
"Tomball ISD",2011,1,83.00,57.00
"Tomball ISD",2012,1,74.00,56.00
"Tomball ISD",2013,2,246.00,72.00
"Tomball ISD",2014,2,276.00,52.00
"Tomball ISD",2015,2,332.00,79.00
"Tomball ISD",2016,2,373.00,93.00
"Tomball ISD",2017,2,382.00,97.00
"Tomball ISD",2018,2,403.00,133.00
"Trinity ISD",2007,1,122.00,72.00
"Trinity ISD",2008,1,77.00,57.00
"Trinity ISD",2011,1,444.00,263.00
"Trinity ISD",2012,1,3665.00,1631.00
"Trinity ISD",2013,1,5319.00,2899.00
"Trinity ISD",2014,1,5999.00,2832.00
"Tyler ISD",1999,1,82.00,9.00
"Tyler ISD",2000,1,84.00,12.00
"Tyler ISD",2001,1,118.00,7.00
"Tyler ISD",2002,1,309.00,40.00
"Tyler ISD",2003,1,186.00,15.00
"Tyler ISD",2004,1,222.00,105.00
"Tyler ISD",2005,1,193.00,98.00
"Tyler ISD",2006,1,205.00,110.00
"Tyler ISD",2007,2,346.00,159.00
"Tyler ISD",2008,2,350.00,176.00
"Tyler ISD",2009,3,375.00,201.00
"Tyler ISD",2010,3,428.00,261.00
"Tyler ISD",2011,3,567.00,298.00
"Tyler ISD",2012,3,652.00,353.00
"Tyler ISD",2013,4,887.00,390.00
"Tyler ISD",2014,5,1277.00,560.00
"Tyler ISD",2015,5,1480.00,652.00
"Tyler ISD",2016,5,1471.00,686.00
"Tyler ISD",2017,3,1188.00,426.00
"Tyler ISD",2018,4,1269.00,502.00
"United ISD",2000,1,117.00,56.00
"United ISD",2001,1,119.00,53.00
"United ISD",2002,1,193.00,137.00
"United ISD",2003,1,220.00,187.00
"United ISD",2004,1,313.00,246.00
"United ISD",2005,1,273.00,252.00
"United ISD",2006,1,316.00,290.00
"United ISD",2007,2,456.00,417.00
"United ISD",2008,2,419.00,400.00
"United ISD",2009,3,601.00,579.00
"United ISD",2010,3,663.00,632.00
"United ISD",2011,3,648.00,616.00
"United ISD",2012,2,492.00,481.00
"United ISD",2013,2,455.00,424.00
"United ISD",2014,2,408.00,385.00
"United ISD",2015,3,846.00,675.00
"United ISD",2016,3,916.00,759.00
"United ISD",2017,3,987.00,793.00
"United ISD",2018,3,956.00,774.00
"Uvalde Cons ISD",1999,1,129.00,83.00
"Uvalde Cons ISD",2000,1,91.00,76.00
"Uvalde Cons ISD",2001,1,158.00,139.00
"Uvalde Cons ISD",2002,1,181.00,147.00
"Uvalde Cons ISD",2003,1,196.00,155.00
"Uvalde Cons ISD",2004,1,138.00,110.00
"Uvalde Cons ISD",2005,1,122.00,103.00
"Uvalde Cons ISD",2006,1,140.00,120.00
"Uvalde Cons ISD",2007,1,138.00,111.00
"Uvalde Cons ISD",2008,1,132.00,123.00
"Uvalde Cons ISD",2009,1,109.00,102.00
"Uvalde Cons ISD",2010,2,108.00,96.00
"Uvalde Cons ISD",2011,1,76.00,66.00
"Uvalde Cons ISD",2012,1,125.00,115.00
"Van ISD",2007,1,6.00,6.00
"Van ISD",2008,1,2.00,2.00
"Van ISD",2009,1,2.00,2.00
"Van ISD",2010,1,3.00,3.00
"Victoria ISD",2003,1,63.00,36.00
"Victoria ISD",2004,1,145.00,84.00
"Victoria ISD",2005,1,184.00,134.00
"Victoria ISD",2006,1,110.00,99.00
"Victoria ISD",2007,1,116.00,101.00
"Victoria ISD",2008,1,188.00,158.00
"Victoria ISD",2009,1,227.00,216.00
"Victoria ISD",2010,1,218.00,206.00
"Victoria ISD",2011,1,307.00,283.00
"Waco ISD",1997,1,62.00,59.00
"Waco ISD",1998,1,145.00,145.00
"Waco ISD",1999,2,226.00,211.00
"Waco ISD",2000,2,277.00,236.00
"Waco ISD",2001,2,289.00,267.00
"Waco ISD",2002,2,309.00,289.00
"Waco ISD",2003,2,309.00,278.00
"Waco ISD",2004,4,429.00,412.00
"Waco ISD",2005,4,485.00,466.00
"Waco ISD",2006,4,462.00,409.00
"Waco ISD",2007,5,673.00,517.00
"Waco ISD",2008,6,886.00,724.00
"Waco ISD",2009,7,1166.00,878.00
"Waco ISD",2010,7,1336.00,1017.00
"Waco ISD",2011,7,1592.00,1276.00
"Waco ISD",2012,7,1694.00,1275.00
"Waco ISD",2013,8,1860.00,1390.00
"Waco ISD",2014,8,1966.00,1488.00
"Waco ISD",2015,8,2047.00,1568.00
"Waco ISD",2016,8,2096.00,1589.00
"Waco ISD",2017,7,2061.00,1542.00
"Waco ISD",2018,8,2350.00,1804.00
"Waxahachie ISD",2000,1,172.00,94.00
"Waxahachie ISD",2001,1,241.00,130.00
"Waxahachie ISD",2002,1,291.00,140.00
"Waxahachie ISD",2003,1,343.00,167.00
"Waxahachie ISD",2004,1,319.00,211.00
"Waxahachie ISD",2005,1,408.00,249.00
"Waxahachie ISD",2006,1,269.00,166.00
"Waxahachie ISD",2007,1,282.00,183.00
"Waxahachie ISD",2008,1,250.00,160.00
"Waxahachie ISD",2009,3,253.00,154.00
"Waxahachie ISD",2010,3,260.00,157.00
"Waxahachie ISD",2011,3,207.00,113.00
"Waxahachie ISD",2012,3,420.00,283.00
"Waxahachie ISD",2013,3,450.00,197.00
"Waxahachie ISD",2014,3,414.00,180.00
"Waxahachie ISD",2015,3,509.00,432.00
"Waxahachie ISD",2016,4,1123.00,607.00
"Waxahachie ISD",2017,3,1123.00,575.00
"Waxahachie ISD",2018,2,1223.00,687.00
"Weatherford ISD",2007,1,110.00,56.00
"Weatherford ISD",2008,1,144.00,60.00
"Weatherford ISD",2009,1,136.00,63.00
"Weatherford ISD",2010,1,149.00,74.00
"Weatherford ISD",2011,1,140.00,69.00
"Weatherford ISD",2012,1,132.00,65.00
"Weatherford ISD",2013,1,118.00,56.00
"Weatherford ISD",2014,1,117.00,57.00
"Weatherford ISD",2015,1,90.00,41.00
"Weatherford ISD",2016,1,98.00,47.00
"Weatherford ISD",2017,1,86.00,47.00
"Weatherford ISD",2018,1,109.00,59.00
"Weslaco ISD",2002,1,43.00,43.00
"Weslaco ISD",2003,1,132.00,132.00
"Weslaco ISD",2004,1,221.00,221.00
"Weslaco ISD",2005,1,126.00,122.00
"Weslaco ISD",2006,1,141.00,141.00
"Weslaco ISD",2007,1,180.00,179.00
"Weslaco ISD",2008,2,341.00,297.00
"Weslaco ISD",2009,3,335.00,297.00
"Weslaco ISD",2010,3,354.00,312.00
"Weslaco ISD",2011,3,499.00,435.00
"Weslaco ISD",2012,5,998.00,851.00
"Weslaco ISD",2013,5,1265.00,1083.00
"Weslaco ISD",2014,5,1578.00,1347.00
"Weslaco ISD",2015,6,2156.00,1783.00
